[CC] 0.785000mA,

测量时间,已测时间 (H),光感电流 (uA),亮度剩余比例 (%),器件亮度 (cd/m2),电压 (V),电流 (mA)
2026/4/2 4:37:53,10.333454,4.218972,98.210710,915.354153,3.725177,0.786089,
2026/4/2 4:47:53,10.500122,4.217884,98.185385,915.118116,3.724825,0.786092,
2026/4/2 4:57:53,10.666791,4.216833,98.160904,914.889942,3.724449,0.786100,
2026/4/2 5:07:53,10.833458,4.216107,98.144013,914.732516,3.724148,0.786111,
2026/4/2 5:17:53,11.000126,4.215017,98.118650,914.496127,3.723945,0.786128,
2026/4/2 5:27:53,11.166793,4.214026,98.095562,914.280933,3.723678,0.786135,
2026/4/2 5:37:53,11.333462,4.213372,98.080355,914.139207,3.723331,0.786133,
2026/4/2 5:47:53,11.500130,4.212186,98.052741,913.881832,3.722874,0.786147,
2026/4/2 5:57:53,11.666797,4.211197,98.029717,913.667242,3.722910,0.786149,
2026/4/2 6:07:53,11.833467,4.210365,98.010354,913.486771,3.722827,0.786129,
2026/4/2 6:17:53,12.000135,4.209271,97.984881,913.249355,3.722767,0.786136,
2026/4/2 6:27:53,12.166803,4.208354,97.963530,913.050356,3.722607,0.786129,
2026/4/2 6:37:53,12.333470,4.207687,97.948011,912.905711,3.722556,0.786139,
2026/4/2 6:47:53,12.500138,4.206468,97.919628,912.641181,3.722246,0.786127,
2026/4/2 6:57:53,12.666806,4.205502,97.897139,912.431574,3.722240,0.786135,
2026/4/2 7:07:53,12.833473,4.204857,97.882134,912.291721,3.722177,0.786144,
2026/4/2 7:17:53,13.000141,4.203793,97.857372,912.060931,3.721804,0.786143,
2026/4/2 7:27:53,13.166808,4.202781,97.833795,911.841186,3.721602,0.786147,
2026/4/2 7:37:53,13.333476,4.202049,97.816777,911.682576,3.721530,0.786149,
2026/4/2 7:47:53,13.500145,4.201018,97.792757,911.458702,3.721240,0.786167,
2026/4/2 7:57:53,13.666813,4.200080,97.770925,911.255217,3.721092,0.786168,
2026/4/2 8:07:53,13.833481,4.199372,97.754445,911.101621,3.720854,0.786168,
2026/4/2 8:17:53,14.000148,4.198328,97.730138,910.875071,3.720704,0.786163,
2026/4/2 8:27:53,14.166816,4.197294,97.706087,910.650906,3.720710,0.786164,
2026/4/2 8:37:53,14.333483,4.196599,97.689899,910.500030,3.720685,0.786154,
2026/4/2 8:47:53,14.500153,4.195554,97.665567,910.273252,3.720488,0.786158,
2026/4/2 8:57:53,14.666820,4.194675,97.645102,910.082514,3.720566,0.786154,
2026/4/2 9:07:53,14.833489,4.194019,97.629835,909.940214,3.720810,0.786148,
2026/4/2 9:17:53,15.000156,4.192883,97.603394,909.693776,3.720682,0.786148,
2026/4/2 9:27:53,15.166825,4.191886,97.580181,909.477428,3.721119,0.786126,
2026/4/2 9:37:53,15.333493,4.191257,97.565538,909.340948,3.721792,0.786117,
2026/4/2 9:47:53,15.500161,4.190245,97.541994,909.121512,3.722216,0.786106,
2026/4/2 9:57:53,15.666829,4.189471,97.523975,908.953570,3.722591,0.786108,
2026/4/2 10:07:53,15.833497,4.188872,97.510031,908.823611,3.722878,0.786105,
2026/4/2 10:17:53,16.000163,4.187979,97.489247,908.629890,3.722797,0.786112,
2026/4/2 10:27:53,16.166832,4.187063,97.467918,908.431103,3.722580,0.786113,
2026/4/2 10:37:53,16.333500,4.186553,97.456050,908.320491,3.722233,0.786126,
2026/4/2 10:47:53,16.500167,4.185524,97.432086,908.097138,3.721851,0.786140,
2026/4/2 10:57:53,16.666835,4.184515,97.408611,907.878339,3.721659,0.786144,
2026/4/2 11:07:53,16.833502,4.183869,97.393565,907.738105,3.721205,0.786137,
2026/4/2 11:17:53,17.000170,4.182769,97.367954,907.499406,3.721234,0.786146,
2026/4/2 11:27:53,17.166837,4.181911,97.347991,907.313345,3.721099,0.786136,
2026/4/2 11:37:53,17.333505,4.181250,97.332599,907.169889,3.721037,0.786135,
2026/4/2 11:47:53,17.500172,4.180138,97.306708,906.928574,3.721190,0.786117,
2026/4/2 11:57:53,17.666841,4.179380,97.289067,906.764152,3.721354,0.786118,
2026/4/2 12:07:53,17.833508,4.178896,97.277792,906.659071,3.721749,0.786120,
2026/4/2 12:17:53,18.000174,4.177934,97.255417,906.450526,3.721725,0.786115,
2026/4/2 12:27:53,18.166842,4.177346,97.241722,906.322885,3.721448,0.786142,
2026/4/2 12:37:53,18.333509,4.176489,97.221782,906.137039,3.721115,0.786154,
2026/4/2 12:47:53,18.500176,4.175669,97.202685,905.959045,3.720555,0.786163,
2026/4/2 12:57:53,18.666845,4.175048,97.188236,905.824381,3.719879,0.786169,
2026/4/2 13:07:53,18.833511,4.173960,97.162897,905.588214,3.719749,0.786164,
2026/4/2 13:17:53,19.000179,4.173345,97.148592,905.454885,3.719240,0.786169,
2026/4/2 13:27:53,19.166847,4.172304,97.124352,905.228955,3.718736,0.786166,
2026/4/2 13:37:53,19.333515,4.171907,97.115113,905.142847,3.718519,0.786182,
2026/4/2 13:47:53,19.500184,4.171138,97.097214,904.976028,3.717972,0.786206,
2026/4/2 13:57:53,19.667043,4.170465,97.081542,904.829955,3.717430,0.786207,
2026/4/2 14:07:55,19.834029,4.169457,97.058075,904.611237,3.716963,0.786221,
2026/4/2 14:18:00,20.002105,4.168277,97.030614,904.355291,3.716629,0.786228,
2026/4/2 14:28:12,20.172192,4.167687,97.016876,904.227254,3.716571,0.786235,
2026/4/2 14:38:16,20.339861,4.166980,97.000409,904.073768,3.716425,0.786228,
2026/4/2 14:48:16,20.506559,4.166183,96.981865,903.900936,3.716251,0.786226,
2026/4/2 14:58:18,20.673885,4.165177,96.958457,903.682769,3.715945,0.786238,
2026/4/2 15:08:20,20.841030,4.164321,96.938511,903.496867,3.715834,0.786230,
2026/4/2 15:18:20,21.007724,4.163716,96.924430,903.365627,3.716145,0.786218,
2026/4/2 15:28:20,21.174392,4.163015,96.908114,903.213553,3.716131,0.786226,
2026/4/2 15:38:20,21.341061,4.162322,96.891979,903.063173,3.716331,0.786226,
2026/4/2 15:48:20,21.507729,4.161540,96.873780,902.893551,3.716359,0.786211,
2026/4/2 15:58:20,21.674397,4.160680,96.853769,902.707046,3.716404,0.786223,
2026/4/2 16:08:20,21.841065,4.160065,96.839445,902.573537,3.716209,0.786228,
2026/4/2 16:18:20,22.007733,4.159151,96.818183,902.375370,3.715932,0.786234,
2026/4/2 16:48:20,22.507738,4.157284,96.774719,901.970273,3.714773,0.786257,
2026/4/2 17:18:20,23.007740,4.154761,96.715981,901.422817,3.712738,0.786302,
2026/4/2 17:48:20,23.507741,4.152373,96.660397,900.904756,3.712035,0.786291,
2026/4/2 18:18:20,24.007741,4.150033,96.605920,900.397012,3.711968,0.786293,
2026/4/2 18:48:20,24.507742,4.147764,96.553109,899.904802,3.712536,0.786278,
2026/4/2 19:18:20,25.007742,4.145526,96.501012,899.419241,3.712517,0.786283,
2026/4/2 19:48:20,25.507744,4.142983,96.441802,898.867385,3.712769,0.786273,
2026/4/2 20:18:20,26.007746,4.140767,96.390231,898.386729,3.713747,0.786252,
2026/4/2 20:48:20,26.507746,4.138518,96.337876,897.898756,3.714548,0.786257,
2026/4/2 21:18:20,27.007748,4.136357,96.287570,897.429893,3.715389,0.786231,
2026/4/2 21:48:20,27.507748,4.134085,96.234686,896.936996,3.715449,0.786238,
2026/4/2 22:18:20,28.007749,4.131932,96.184554,896.469748,3.716087,0.786225,
2026/4/2 22:48:20,28.507751,4.129725,96.133185,895.990980,3.716538,0.786211,
2026/4/2 23:18:20,29.007753,4.127762,96.087491,895.565096,3.717481,0.786215,
2026/4/2 23:48:20,29.507754,4.125401,96.032516,895.052712,3.718080,0.786206,
2026/4/3 0:18:20,30.007755,4.123272,95.982969,894.590920,3.720199,0.786160,
2026/4/3 0:48:20,30.507756,4.121209,95.934943,894.143297,3.722410,0.786121,
2026/4/3 1:18:20,31.007758,4.119246,95.889250,893.717423,3.723292,0.786128,
2026/4/3 1:48:20,31.507760,4.117227,95.842251,893.279384,3.723943,0.786133,
2026/4/3 2:18:20,32.007761,4.115101,95.792763,892.818142,3.724224,0.786135,
2026/4/3 2:48:20,32.507762,4.112997,95.743771,892.361521,3.724815,0.786111,
2026/4/3 3:18:20,33.007764,4.111012,95.697572,891.930927,3.725870,0.786107,
2026/4/3 3:48:20,33.507764,4.108907,95.648563,891.474148,3.727474,0.786070,
2026/4/3 4:18:20,34.007765,4.107114,95.606832,891.085202,3.727955,0.786078,
2026/4/3 4:48:20,34.507766,4.105069,95.559234,890.641574,3.727724,0.786082,
2026/4/3 5:18:20,35.007768,4.102973,95.510446,890.186859,3.727292,0.786094,
2026/4/3 5:48:20,35.507769,4.100885,95.461846,889.733885,3.727698,0.786067,
2026/4/3 6:18:20,36.007770,4.098986,95.417633,889.321808,3.728873,0.786060,
2026/4/3 6:48:20,36.507771,4.097082,95.373314,888.908743,3.728922,0.786072,
2026/4/3 7:18:20,37.007772,4.094802,95.320240,888.414079,3.728503,0.786069,
2026/4/3 7:48:20,37.507773,4.092896,95.275854,888.000386,3.728033,0.786092,
2026/4/3 8:18:20,38.007774,4.091042,95.232701,887.598189,3.727321,0.786086,
2026/4/3 8:48:20,38.507775,4.089129,95.188169,887.183135,3.726687,0.786110,
2026/4/3 9:18:20,39.007775,4.087143,95.141942,886.752289,3.726105,0.786115,
2026/4/3 9:48:20,39.507777,4.085312,95.099327,886.355096,3.725621,0.786126,
2026/4/3 10:18:20,40.007778,4.083310,95.052726,885.920769,3.724150,0.786152,
2026/4/3 10:48:20,40.507783,4.081294,95.005778,885.483199,3.723569,0.786145,
2026/4/3 11:18:20,41.007785,4.079471,94.963343,885.087689,3.722731,0.786182,
2026/4/3 11:48:20,41.507790,4.077592,94.919602,884.680005,3.721535,0.786205,
2026/4/3 12:18:20,42.007791,4.075500,94.870903,884.226123,3.720526,0.786215,
2026/4/3 12:48:20,42.507795,4.073495,94.824249,883.791293,3.720649,0.786191,
2026/4/3 13:18:20,43.007796,4.071493,94.777627,883.356758,3.720571,0.786193,
2026/4/3 13:48:20,43.507797,4.069792,94.738050,882.987885,3.719680,0.786221,
2026/4/3 14:18:20,44.007797,4.068093,94.698494,882.619210,3.718800,0.786232,
2026/4/3 14:48:20,44.507799,4.065900,94.647445,882.143421,3.718639,0.786226,
2026/4/3 15:18:20,45.007801,4.064249,94.609001,881.785108,3.718859,0.786216,
2026/4/3 15:48:20,45.507803,4.062191,94.561100,881.338662,3.718754,0.786226,
2026/4/3 16:18:20,46.007806,4.060305,94.517199,880.929484,3.718377,0.786234,
2026/4/3 16:48:20,46.507806,4.058557,94.476503,880.550184,3.718200,0.786242,
2026/4/3 17:18:20,47.007820,4.056590,94.430717,880.123449,3.718451,0.786236,
