[CC] 0.785000mA,

测量时间,已测时间 (H),光感电流 (uA),亮度剩余比例 (%),器件亮度 (cd/m2),电压 (V),电流 (mA)
2026/4/1 18:18:27,0.000000,2.975929,100.000000,932.808205,3.634955,0.786134,
2026/4/1 18:23:27,0.083334,2.974342,99.946661,932.310656,3.646454,0.786113,
2026/4/1 18:28:27,0.166669,2.973593,99.921506,932.076003,3.648274,0.786111,
2026/4/1 18:33:27,0.250003,2.972782,99.894265,931.821897,3.649458,0.786103,
2026/4/1 18:38:27,0.333338,2.971991,99.867672,931.573840,3.650450,0.786118,
2026/4/1 18:43:27,0.416671,2.971272,99.843525,931.348592,3.651467,0.786106,
2026/4/1 18:48:28,0.500258,2.970547,99.819147,931.121198,3.652242,0.786097,
2026/4/1 18:53:28,0.583593,2.970076,99.803334,930.973689,3.653191,0.786096,
2026/4/1 18:58:28,0.666928,2.969379,99.779915,930.755237,3.653839,0.786088,
2026/4/1 19:03:28,0.750261,2.968888,99.763421,930.601378,3.654746,0.786097,
2026/4/1 19:08:28,0.833596,2.967997,99.733466,930.321958,3.655405,0.786084,
2026/4/1 19:13:28,0.916929,2.967347,99.711633,930.118294,3.656089,0.786068,
2026/4/1 19:18:28,1.000266,2.966802,99.693318,929.947453,3.656835,0.786077,
2026/4/1 19:23:28,1.083601,2.966370,99.678784,929.811876,3.657422,0.786088,
2026/4/1 19:28:28,1.166935,2.965734,99.657418,929.612572,3.658014,0.786075,
2026/4/1 19:33:28,1.250268,2.965159,99.638105,929.432421,3.658434,0.786076,
2026/4/1 19:38:28,1.333602,2.964347,99.610823,929.177930,3.658776,0.786076,
2026/4/1 19:43:28,1.416937,2.963774,99.591549,928.998145,3.659223,0.786081,
2026/4/1 19:48:28,1.500271,2.963166,99.571125,928.807624,3.659610,0.786081,
2026/4/1 19:53:28,1.583605,2.962810,99.559172,928.696128,3.660033,0.786088,
2026/4/1 19:58:28,1.666940,2.962219,99.539301,928.510771,3.660403,0.786089,
2026/4/1 20:03:28,1.750273,2.961612,99.518906,928.320517,3.660559,0.786089,
2026/4/1 20:08:28,1.833607,2.960981,99.497691,928.122627,3.660821,0.786092,
2026/4/1 20:13:28,1.916941,2.960421,99.478876,927.947122,3.661123,0.786093,
2026/4/1 20:18:28,2.000274,2.959882,99.460792,927.778425,3.661373,0.786085,
2026/4/1 20:23:28,2.083608,2.959513,99.448389,927.662731,3.661552,0.786094,
2026/4/1 20:28:28,2.166942,2.958921,99.428478,927.477000,3.661708,0.786098,
2026/4/1 20:33:28,2.250277,2.958430,99.411994,927.323237,3.661944,0.786101,
2026/4/1 20:38:28,2.333611,2.957687,99.387019,927.090271,3.661922,0.786104,
2026/4/1 20:43:28,2.416946,2.957259,99.372642,926.956159,3.661898,0.786107,
2026/4/1 20:48:28,2.500282,2.956703,99.353951,926.781803,3.662231,0.786106,
2026/4/1 20:53:28,2.583616,2.956358,99.342363,926.673716,3.662134,0.786111,
2026/4/1 20:58:28,2.666950,2.955798,99.323549,926.498214,3.662356,0.786105,
2026/4/1 21:03:28,2.750284,2.955243,99.304907,926.324324,3.662387,0.786111,
2026/4/1 21:08:28,2.833618,2.954549,99.281569,926.106619,3.662908,0.786098,
2026/4/1 21:13:28,2.916952,2.954084,99.265939,925.960827,3.663091,0.786095,
2026/4/1 21:18:28,3.000288,2.953478,99.245598,925.771079,3.663114,0.786106,
2026/4/1 21:23:28,3.083621,2.953229,99.237216,925.692898,3.663613,0.786094,
2026/4/1 21:28:28,3.166956,2.952666,99.218303,925.516473,3.663993,0.786094,
2026/4/1 21:33:28,3.250291,2.952197,99.202526,925.369305,3.664355,0.786091,
2026/4/1 21:38:28,3.333625,2.951474,99.178234,925.142703,3.664669,0.786082,
2026/4/1 21:43:28,3.416960,2.950926,99.159846,924.971184,3.665086,0.786086,
2026/4/1 21:48:28,3.500294,2.950448,99.143761,924.821134,3.665422,0.786071,
2026/4/1 21:53:28,3.583628,2.950168,99.134369,924.733524,3.665553,0.786078,
2026/4/1 21:58:28,3.666962,2.949598,99.115207,924.554781,3.665879,0.786068,
2026/4/1 22:03:28,3.750296,2.948938,99.093012,924.347744,3.666085,0.786082,
2026/4/1 22:08:28,3.833631,2.948470,99.077307,924.201245,3.666350,0.786072,
2026/4/1 22:13:28,3.916964,2.948017,99.062079,924.059199,3.666767,0.786072,
2026/4/1 22:18:28,4.000299,2.947738,99.052716,923.971866,3.666817,0.786075,
2026/4/1 22:23:28,4.083633,2.947156,99.033133,923.789189,3.667023,0.786076,
2026/4/1 22:28:28,4.166968,2.946788,99.020792,923.674077,3.667486,0.786066,
2026/4/1 22:33:28,4.250303,2.946098,98.997589,923.457633,3.667446,0.786071,
2026/4/1 22:38:28,4.333638,2.945629,98.981827,923.310604,3.667623,0.786091,
2026/4/1 22:43:28,4.416971,2.945214,98.967874,923.180446,3.667785,0.786070,
2026/4/1 22:48:28,4.500306,2.944829,98.954940,923.059797,3.667789,0.786071,
2026/4/1 22:53:28,4.583641,2.944303,98.937278,922.895049,3.667792,0.786075,
2026/4/1 22:58:28,4.666975,2.943952,98.925490,922.785085,3.667998,0.786081,
2026/4/1 23:03:28,4.750308,2.943308,98.903837,922.583105,3.667990,0.786075,
2026/4/1 23:08:28,4.833643,2.942879,98.889415,922.448581,3.667879,0.786086,
2026/4/1 23:13:28,4.916976,2.942597,98.879943,922.360219,3.668114,0.786084,
2026/4/1 23:18:28,5.000310,2.942168,98.865524,922.225723,3.667840,0.786095,
2026/4/1 23:23:28,5.083645,2.941778,98.852415,922.103436,3.667943,0.786093,
2026/4/1 23:28:28,5.166979,2.941351,98.838075,921.969678,3.667950,0.786091,
2026/4/1 23:33:28,5.250313,2.940731,98.817243,921.775354,3.668019,0.786093,
2026/4/1 23:38:28,5.333648,2.940122,98.796794,921.584600,3.668129,0.786092,
2026/4/1 23:43:28,5.416981,2.940005,98.792850,921.547815,3.667963,0.786087,
2026/4/1 23:48:28,5.500316,2.939586,98.778782,921.416580,3.668002,0.786083,
2026/4/1 23:53:28,5.583650,2.939200,98.765816,921.295632,3.667967,0.786090,
2026/4/1 23:58:28,5.666984,2.938664,98.747779,921.127388,3.668135,0.786095,
2026/4/2 0:03:28,5.750318,2.938145,98.730346,920.964768,3.667965,0.786106,
2026/4/2 0:08:28,5.833651,2.937823,98.719523,920.863815,3.667850,0.786095,
2026/4/2 0:13:28,5.916985,2.937574,98.711154,920.785740,3.667918,0.786114,
2026/4/2 0:18:28,6.000320,2.937172,98.697648,920.659759,3.667756,0.786105,
2026/4/2 0:23:28,6.083655,2.936656,98.680300,920.497938,3.667730,0.786099,
