[CC] 0.785000mA,

测量时间,已测时间 (H),光感电流 (uA),亮度剩余比例 (%),器件亮度 (cd/m2),电压 (V),电流 (mA)
2026/4/2 0:28:28,6.166990,2.936277,98.667573,920.379218,3.667839,0.786112,
2026/4/2 0:33:28,6.250324,2.935658,98.646785,920.185306,3.667900,0.786111,
2026/4/2 0:38:28,6.333659,2.935290,98.634423,920.069992,3.667893,0.786111,
2026/4/2 0:43:28,6.416995,2.934976,98.623851,919.971371,3.668189,0.786096,
2026/4/2 0:48:28,6.500328,2.934591,98.610928,919.850828,3.668044,0.786096,
2026/4/2 0:53:28,6.583663,2.934114,98.594913,919.701435,3.668161,0.786091,
2026/4/2 0:58:28,6.666998,2.933685,98.580491,919.566908,3.668369,0.786095,
2026/4/2 1:03:28,6.750331,2.933138,98.562097,919.395332,3.668276,0.786096,
2026/4/2 1:08:28,6.833666,2.932723,98.548147,919.265197,3.668482,0.786091,
2026/4/2 1:13:28,6.917001,2.932477,98.539894,919.188217,3.668681,0.786092,
2026/4/2 1:18:28,7.000335,2.932122,98.527957,919.076868,3.668829,0.786095,
2026/4/2 1:23:28,7.083669,2.931741,98.515171,918.957598,3.668858,0.786099,
2026/4/2 1:28:28,7.167003,2.931259,98.498947,918.806262,3.668953,0.786093,
2026/4/2 1:33:28,7.250338,2.930742,98.481592,918.644373,3.668957,0.786087,
2026/4/2 1:38:28,7.333673,2.930131,98.461050,918.452755,3.669099,0.786078,
2026/4/2 1:43:28,7.417008,2.929839,98.451248,918.361322,3.669305,0.786079,
2026/4/2 1:48:28,7.500341,2.929475,98.439028,918.247329,3.669312,0.786081,
2026/4/2 1:53:28,7.583676,2.929096,98.426262,918.128252,3.669446,0.786085,
2026/4/2 1:58:28,7.667009,2.928609,98.409914,917.975752,3.669479,0.786072,
2026/4/2 2:03:28,7.750346,2.928364,98.401672,917.898866,3.669684,0.786090,
2026/4/2 2:08:28,7.833681,2.927943,98.387537,917.767016,3.669749,0.786085,
2026/4/2 2:13:28,7.917015,2.927497,98.372545,917.627169,3.669932,0.786085,
2026/4/2 2:18:28,8.000349,2.927116,98.359753,917.507843,3.669913,0.786094,
2026/4/2 2:28:28,8.167017,2.926370,98.334663,917.273808,3.670262,0.786091,
2026/4/2 2:38:28,8.333684,2.925721,98.312876,917.070570,3.670546,0.786073,
2026/4/2 2:48:28,8.500351,2.924724,98.279353,916.757870,3.671424,0.786069,
2026/4/2 2:58:28,8.667019,2.924036,98.256259,916.542447,3.672056,0.786066,
2026/4/2 3:08:28,8.833687,2.923258,98.230089,916.298329,3.672466,0.786043,
2026/4/2 3:18:28,9.000354,2.922251,98.196251,915.982683,3.673100,0.786035,
2026/4/2 3:28:28,9.167022,2.921514,98.171490,915.751718,3.673482,0.786034,
2026/4/2 3:38:28,9.333690,2.920871,98.149886,915.550193,3.673932,0.786026,
2026/4/2 3:48:28,9.500358,2.920049,98.122282,915.292700,3.674245,0.786036,
2026/4/2 3:58:28,9.667026,2.919253,98.095539,915.043238,3.674558,0.786032,
2026/4/2 4:08:28,9.833695,2.918594,98.073373,914.836467,3.674796,0.786037,
2026/4/2 4:18:28,10.000362,2.917721,98.044042,914.562867,3.674897,0.786029,
2026/4/2 4:28:28,10.167030,2.917040,98.021167,914.349489,3.674840,0.786044,
2026/4/2 4:38:28,10.333696,2.916412,98.000050,914.152504,3.674665,0.786055,
2026/4/2 4:48:28,10.500365,2.915595,97.972592,913.896376,3.674465,0.786058,
2026/4/2 4:58:28,10.667032,2.914861,97.947949,913.666510,3.674330,0.786072,
2026/4/2 5:08:28,10.833700,2.914314,97.929566,913.495027,3.674166,0.786062,
2026/4/2 5:18:28,11.000368,2.913570,97.904565,913.261814,3.673813,0.786074,
2026/4/2 5:28:28,11.167035,2.912888,97.881627,913.047852,3.673762,0.786072,
2026/4/2 5:38:28,11.333704,2.912374,97.864382,912.886990,3.673361,0.786082,
2026/4/2 5:48:28,11.500372,2.911584,97.837810,912.639119,3.673112,0.786078,
2026/4/2 5:58:28,11.667039,2.910852,97.813234,912.409873,3.673095,0.786086,
2026/4/2 6:08:28,11.833707,2.910307,97.794914,912.238979,3.673239,0.786084,
2026/4/2 6:18:28,12.000373,2.909485,97.767294,911.981343,3.673105,0.786072,
2026/4/2 6:28:28,12.167041,2.908823,97.745037,911.773723,3.673129,0.786093,
2026/4/2 6:38:28,12.333709,2.908247,97.725703,911.593374,3.672933,0.786089,
2026/4/2 6:48:28,12.500377,2.907398,97.697145,911.326986,3.673057,0.786082,
2026/4/2 6:58:28,12.667045,2.906776,97.676247,911.132045,3.672808,0.786087,
2026/4/2 7:08:28,12.833712,2.906303,97.660361,910.983862,3.672798,0.786086,
2026/4/2 7:18:28,13.000380,2.905403,97.630126,910.701829,3.672351,0.786077,
2026/4/2 7:28:28,13.167049,2.904834,97.611007,910.523484,3.672168,0.786082,
2026/4/2 7:38:28,13.333717,2.904378,97.595675,910.380461,3.672188,0.786082,
2026/4/2 7:48:28,13.500385,2.903604,97.569656,910.137759,3.672032,0.786105,
2026/4/2 7:58:28,13.667053,2.903004,97.549502,909.949760,3.671931,0.786110,
2026/4/2 8:08:28,13.833721,2.902453,97.531010,909.777268,3.671734,0.786106,
2026/4/2 8:18:28,14.000387,2.901704,97.505830,909.542384,3.671807,0.786110,
2026/4/2 8:28:28,14.167056,2.900945,97.480330,909.304516,3.671325,0.786108,
2026/4/2 8:38:28,14.333722,2.900502,97.465449,909.165705,3.671660,0.786105,
2026/4/2 8:48:28,14.500391,2.899732,97.439566,908.924268,3.671728,0.786106,
2026/4/2 8:58:28,14.667058,2.899101,97.418360,908.726459,3.671922,0.786094,
2026/4/2 9:08:28,14.833726,2.898651,97.403226,908.585287,3.671999,0.786103,
2026/4/2 9:18:28,15.000394,2.897767,97.373529,908.308265,3.672124,0.786091,
2026/4/2 9:28:28,15.167061,2.897177,97.353721,908.123495,3.672470,0.786090,
2026/4/2 9:38:28,15.333730,2.896539,97.332258,907.923291,3.672870,0.786077,
2026/4/2 9:48:28,15.500397,2.895754,97.305886,907.677289,3.673236,0.786075,
2026/4/2 9:58:28,15.667065,2.895104,97.284056,907.473658,3.673537,0.786053,
2026/4/2 10:08:28,15.833732,2.894550,97.265424,907.299856,3.673944,0.786046,
2026/4/2 10:18:28,16.000400,2.893853,97.242015,907.081498,3.673876,0.786075,
2026/4/2 10:28:28,16.167067,2.893223,97.220839,906.883959,3.673850,0.786085,
2026/4/2 10:38:28,16.333735,2.892881,97.209337,906.776667,3.673388,0.786097,
2026/4/2 10:48:28,16.500401,2.892040,97.181071,906.513008,3.673271,0.786105,
2026/4/2 10:58:28,16.667070,2.891502,97.163017,906.344591,3.673189,0.786094,
2026/4/2 11:08:28,16.833737,2.891056,97.148007,906.204584,3.673062,0.786103,
2026/4/2 11:18:28,17.000406,2.890287,97.122188,905.963740,3.672814,0.786104,
2026/4/2 11:28:28,17.167072,2.889728,97.103391,905.788397,3.672824,0.786095,
2026/4/2 11:38:28,17.333739,2.889129,97.083264,905.600655,3.672769,0.786092,
2026/4/2 11:48:28,17.500408,2.888461,97.060812,905.391216,3.673066,0.786088,
2026/4/2 11:58:28,17.667076,2.887758,97.037186,905.170830,3.673378,0.786083,
2026/4/2 12:08:28,17.833744,2.887274,97.020950,905.019382,3.673478,0.786078,
2026/4/2 12:18:28,18.000411,2.886856,97.006903,904.888348,3.673485,0.786097,
2026/4/2 12:28:28,18.167079,2.886254,96.986647,904.699405,3.673086,0.786095,
2026/4/2 12:38:28,18.333746,2.885694,96.967838,904.523949,3.672950,0.786119,
2026/4/2 12:48:28,18.500415,2.884967,96.943424,904.296210,3.672346,0.786114,
2026/4/2 12:58:28,18.667082,2.884345,96.922506,904.101085,3.672168,0.786128,
2026/4/2 13:08:28,18.833750,2.883850,96.905869,903.945901,3.671885,0.786119,
2026/4/2 13:18:28,19.000417,2.883250,96.885717,903.757915,3.671508,0.786124,
2026/4/2 13:28:28,19.167085,2.882646,96.865411,903.568500,3.671400,0.786117,
2026/4/2 13:38:28,19.333752,2.882062,96.845782,903.385396,3.671156,0.786118,
2026/4/2 13:48:31,19.501096,2.881690,96.833285,903.268831,3.670678,0.786142,
2026/4/2 13:58:32,19.668057,2.881129,96.814448,903.093118,3.670093,0.786162,
2026/4/2 14:08:32,19.834878,2.880652,96.798419,902.943592,3.669812,0.786167,
2026/4/2 14:18:43,20.004690,2.880030,96.777517,902.748620,3.669489,0.786166,
2026/4/2 14:28:48,20.172557,2.879542,96.761119,902.595661,3.669346,0.786157,
2026/4/2 14:38:50,20.339973,2.879018,96.743502,902.431326,3.669002,0.786146,
2026/4/2 14:48:51,20.506650,2.878384,96.722220,902.232807,3.668760,0.786179,
2026/4/2 14:58:55,20.674621,2.877895,96.705782,902.079472,3.668688,0.786166,
2026/4/2 15:08:56,20.841382,2.877070,96.678063,901.820903,3.668729,0.786162,
2026/4/2 15:18:56,21.008233,2.876653,96.664036,901.690058,3.668651,0.786170,
2026/4/2 15:28:56,21.174901,2.875957,96.640652,901.471928,3.668873,0.786163,
2026/4/2 15:38:56,21.341569,2.875574,96.627785,901.351910,3.668998,0.786161,
2026/4/2 15:48:56,21.508239,2.874822,96.602524,901.116274,3.669018,0.786149,
2026/4/2 15:58:56,21.674907,2.874367,96.587223,900.973542,3.668798,0.786167,
2026/4/2 16:08:56,21.841576,2.873789,96.567812,900.792477,3.668571,0.786171,
2026/4/2 16:18:56,22.008243,2.873307,96.551606,900.641299,3.668362,0.786196,
2026/4/2 16:48:56,22.508250,2.872000,96.507697,900.231718,3.667401,0.786206,
2026/4/2 17:18:56,23.008252,2.870330,96.451569,899.708152,3.666121,0.786228,
2026/4/2 17:48:56,23.508253,2.868712,96.397187,899.200869,3.665722,0.786216,
2026/4/2 18:18:56,24.008255,2.866794,96.332756,898.599852,3.665484,0.786200,
2026/4/2 18:48:56,24.508255,2.865374,96.285044,898.154788,3.666107,0.786206,
2026/4/2 19:18:56,25.008257,2.863705,96.228955,897.631588,3.665927,0.786204,
2026/4/2 19:48:56,25.508258,2.861791,96.164621,897.031471,3.666159,0.786173,
2026/4/2 20:18:56,26.008259,2.860146,96.109360,896.515997,3.666756,0.786183,
2026/4/2 20:48:56,26.508259,2.858508,96.054315,896.002535,3.667982,0.786162,
2026/4/2 21:18:56,27.008260,2.856890,95.999939,895.495311,3.668672,0.786161,
2026/4/2 21:48:56,27.508265,2.855142,95.941219,894.947565,3.668832,0.786164,
2026/4/2 22:18:56,28.008266,2.853584,95.888855,894.459108,3.669521,0.786164,
2026/4/2 22:48:56,28.508267,2.851844,95.830370,893.913552,3.670094,0.786157,
2026/4/2 23:18:56,29.008269,2.850443,95.783315,893.474620,3.670708,0.786138,
2026/4/2 23:48:56,29.508269,2.848676,95.723914,892.920529,3.671529,0.786126,
2026/4/3 0:18:56,30.008271,2.847053,95.669393,892.411951,3.673317,0.786095,
2026/4/3 0:48:56,30.508271,2.845330,95.611489,891.871818,3.674994,0.786065,
2026/4/3 1:18:56,31.008277,2.843686,95.556237,891.356423,3.676297,0.786075,
2026/4/3 1:48:56,31.508280,2.842129,95.503939,890.868582,3.676685,0.786073,
2026/4/3 2:18:56,32.008280,2.840579,95.451846,890.382648,3.677299,0.786086,
2026/4/3 2:48:56,32.508280,2.839122,95.402891,889.926000,3.678368,0.786065,
2026/4/3 3:18:56,33.008284,2.837536,95.349596,889.428856,3.678978,0.786052,
2026/4/3 3:48:56,33.508284,2.835816,95.291793,888.889662,3.680505,0.786037,
2026/4/3 4:18:56,34.008286,2.834463,95.246320,888.465486,3.681256,0.786043,
2026/4/3 4:48:56,34.508287,2.832824,95.191265,887.951934,3.681315,0.786040,
2026/4/3 5:18:56,35.008289,2.831489,95.146399,887.533413,3.681348,0.786054,
2026/4/3 5:48:56,35.508290,2.829978,95.095612,887.059675,3.681913,0.786030,
2026/4/3 6:18:56,36.008292,2.828427,95.043507,886.573635,3.682720,0.786025,
2026/4/3 6:48:56,36.508294,2.826992,94.995283,886.123794,3.682836,0.786039,
2026/4/3 7:18:56,37.008294,2.825341,94.939811,885.606343,3.682547,0.786040,
2026/4/3 7:48:56,37.508294,2.823926,94.892254,885.162734,3.682410,0.786034,
2026/4/3 8:18:56,38.008297,2.822684,94.850536,884.773585,3.681940,0.786046,
2026/4/3 8:48:56,38.508298,2.821162,94.799367,884.296278,3.681447,0.786058,
2026/4/3 9:18:56,39.008298,2.819828,94.754544,883.878164,3.681102,0.786060,
2026/4/3 9:48:56,39.508298,2.818515,94.710432,883.466678,3.680681,0.786071,
2026/4/3 10:18:56,40.008300,2.817257,94.668163,883.072395,3.679492,0.786075,
2026/4/3 10:48:56,40.508300,2.815860,94.621230,882.634595,3.678787,0.786090,
2026/4/3 11:18:56,41.008301,2.814562,94.577590,882.227521,3.677985,0.786112,
2026/4/3 11:48:56,41.508302,2.813304,94.535323,881.833254,3.676959,0.786129,
2026/4/3 12:18:56,42.008304,2.811961,94.490194,881.412278,3.676434,0.786119,
2026/4/3 12:48:56,42.508306,2.810511,94.441464,880.957724,3.676331,0.786113,
2026/4/3 13:18:56,43.008307,2.809161,94.396101,880.534579,3.676436,0.786120,
2026/4/3 13:48:56,43.508307,2.807962,94.355803,880.158669,3.675594,0.786141,
2026/4/3 14:18:56,44.008307,2.806654,94.311862,879.748786,3.675064,0.786136,
2026/4/3 14:48:57,44.508311,2.805243,94.264464,879.306652,3.674916,0.786151,
2026/4/3 15:18:57,45.008312,2.804049,94.224323,878.932216,3.675075,0.786149,
2026/4/3 15:48:57,45.508314,2.802617,94.176218,878.483489,3.674925,0.786161,
2026/4/3 16:18:57,46.008315,2.801272,94.131024,878.061918,3.674828,0.786169,
2026/4/3 16:48:57,46.508317,2.800061,94.090315,877.682183,3.674574,0.786167,
2026/4/3 17:18:59,47.008985,2.798421,94.035212,877.168173,3.674698,0.786139,
